CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
G516,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,GASTROENTEROLOGY,Not applicable,Measurement of thermic effect of feeding,Measurement of thermic effect of feeding,,,36.9,
G517,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NON-INVASIVE CARDIOGRAPHY,BLOOD FLOW STUDY (DOPPLER OR OTHER) - UNILATERAL OR BILATERAL,Not applicable,"Ankle pressure determination, includes calculation of the ankle-arm index systolic pressure ratio ",10.05,,,
G518,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NON-INVASIVE CARDIOGRAPHY,BLOOD FLOW STUDY (DOPPLER OR OTHER) - UNILATERAL OR BILATERAL,Phlebography and/or carotid pulse tracing (with systolic time intervals),- professional component,,,11.2,
G519,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NON-INVASIVE CARDIOGRAPHY,BLOOD FLOW STUDY (DOPPLER OR OTHER) - UNILATERAL OR BILATERAL,Phlebography and/or carotid pulse tracing (with systolic time intervals),- technical component,,10.9,,
G520,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ENDOCRINOLOGY AND METABOLISM,Not applicable,Diabetes monthly management ,"each additional month, 4 or more contacts",21.2,,,
G521,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,LIFE THREATENING CRITICAL CARE,Not applicable,first ¼ hour (or part thereof),111.8,,,
G522,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,LIFE THREATENING CRITICAL CARE,Not applicable,"after first ½ hour, per ¼ hour (or part thereof)",38,,,
G523,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,LIFE THREATENING CRITICAL CARE,Not applicable,second ¼ hour (or part thereof),57.65,,,
G524,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Electro-retinography with report,Multi-focal electro-retinography professional component,,,75,
G536,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,SCLEROTHERAPY,Not applicable,"Sclerotherapy including one post injection visit, unilateral",77.85,,,
G537,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,SCLEROTHERAPY,Not applicable,"Repeat sclerotherapy, unilateral",26.05,,,
G538,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,Other immunizing agents not listed above,5.8,,,
G540,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Prolonged EEG monitoring,technical component,,9.55,,
G541,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Sleep-deprived/induced EEG,technical component,,41.2,,
G541,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,EEG with time-locked video recording,technical component,,41.2,,
G542,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Prolonged EEG monitoring,technical component,,24.4,,
G543,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Sleep-deprived/induced EEG,professional component,,,120,
G544,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Ambulatory EEG monitoring,"technical component, per item",,8.75,,
G545,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Prolonged EEG monitoring,professional component,,,14.7,
G546,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Prolonged EEG monitoring,professional component,,,30.45,
G547,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,Not applicable,Not applicable,"Clinical Programming of Deep Brain Stimulator (DBS) includes one or more visits for DBS checking, minor and major DBS adjustments, and intensive programming. First implantation site (maximum 1 per patient)",185.7,,,
G548,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,Not applicable,Electrophysiological assessment ,"of Deep Brain Stimulators includes measuring electrode impedance, recording EEG and EMG, rectification, averaging, frequency analysis and cross correlation. Minimum of 3 hours. Physician must be physically present throughout assessment",278.85,,,
G549,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,Not applicable,Not applicable,additional implantation site(s) (maximum 1 per patient),157.85,,,
G550,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,GYNAECOLOGY,Not applicable,Medical management of prolapse - Pessary,"Pessary care – pessary removal, care and reinsertion",10,,,
G551,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,Not applicable,Not applicable,Katzman test (subarachnoid infusion test) including lumbar puncture,170.85,,,
G552,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,GYNAECOLOGY,Not applicable,Not applicable,is not eligible for payment on the same day as G378. + G362 Insertion of laminaria tent,20,,,
G552,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,MANIPULATION,Examination  and/or  dilatation  (may  include  insertion  and/or  removal  of  IUD)  ,is not eligible for payment on the same day as G378. + G362 Insertion of laminaria tent,20,,,
G554,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Ambulatory EEG monitoring,technical component,,48.9,,
G555,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROLOGY,ELECTROENCEPHALOGRAPHY,Ambulatory EEG monitoring,professional component,,,120,
G556,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,HYPERBARIC OXYGEN THERAPY (HBOT),ICU/NICU admission assessment fee,"ICU/NICU admission assessment is an initial visit
rendered during night time (00:00-07:00), to G400, G405,
G557, G600, G603, G604, G610 or G620",136.4,,,
G557,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,VENTILATORY SUPPORT (INTENSIVE CARE AREA),Not applicable,", G600, G603, G604, G610 or G620",383.45,,,
G558,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,VENTILATORY SUPPORT (INTENSIVE CARE AREA),Not applicable,"2nd to 30th day, inclusive",228.9,,,
G559,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,VENTILATORY SUPPORT (INTENSIVE CARE AREA),Not applicable,31st day onwards,115.75,,,
G570,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,Complete Study - 1 and 2 dimensions,technical component,,118.95,,
G571,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,Complete Study - 1 and 2 dimensions,professional component,,,96.2,
G574,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,Focused Study - not to be claimed in conjunction with pregnancy study,technical component,,16.95,,
G575,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,Focused Study - not to be claimed in conjunction with pregnancy study,professional component,,,13.95,
G579,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,not applicable,"Saline study (including venipuncture, to G571, G574 or G581",11.35,,,
G580,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,not applicable,Insertion of oesophageal transducer,45,,,
G581,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,Transoesophageal echocardiography,professional component,,,25,
G582,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,Stress Study,technical component,,135.05,,
G583,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,Stress Study,professional component,,,110.15,
G585,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ECHOCARDIOGRAPHY,not applicable,Echocardiography contrast,"technical component, with use of contrast agent, to G570 or
G582",,133.9,,
G590,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,Influenza agent,5.65,,,
G592,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,INTRALESIONAL INFILTRATION,Not applicable,Administration of intranasal influenza vaccine,1.65,,,
G593,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,COVID-19 vaccine,13,,,
G600,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,NEONATAL INTENSIVE CARE,Not applicable,or G603 for newborn less than 750 grams in weight or 26 weeks gestational age,376.05,,,
G601,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,NEONATAL INTENSIVE CARE,Not applicable,2nd day onwards,187.95,,,
G603,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,NEONATAL INTENSIVE CARE,Not applicable,Neonatal low volume intensive care payable in lieu of G600 or G604 if sole newborn to maximum of 25 services per physician per fiscal year,564,,,
G604,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,NEONATAL INTENSIVE CARE,Not applicable,"Neonatal low birth weight intensive care - payable in lieu of
G600 or G603 for newborn less than 750 grams in weight or
26 weeks gestational age",536.95,,,
G610,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,NEONATAL INTENSIVE CARE,Not applicable,1st day,258.05,,,
G611,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,NEONATAL INTENSIVE CARE,Not applicable,"2nd day onwards,",129,,,
G620,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,NEONATAL INTENSIVE CARE,Not applicable,1st day,162.95,,,
G621,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,NEONATAL INTENSIVE CARE,Not applicable,"2nd day onwards,",81.5,,,
G647,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,technical component 14 or more days recording,,119,,
G648,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,technical component 14 or more days scanning,,173.2,,
G649,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,professional component 14 or more days recording,,,122.25,
G650,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,professional component 12 to 35 hours recording,,,47.9,
G651,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,technical component 12 to 35 hours recording,,25.25,,
G652,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,technical component 12 to 35 hours scanning,,34.55,,
G653,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,professional component 12 to 35 hours recording,,,34.1,
G654,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,technical component 12 to 35 hours recording,,24.05,,
G655,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,technical component 12 to 35 hours scanning,,16.45,,
G656,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,professional component 36 to 59 hours recording,,,51.15,
G657,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,professional component 60 hours to 13 days recording,,,68.2,
G658,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,professional component 36 to 59 hours recording,,,75.45,
G659,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,professional component 60 hours to 13 days recording,,,95.85,
G682,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,technical component 36 to 59 hours recording,,50.5,,
G683,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,technical component 36 to 59 hours scanning,,69.05,,
G684,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,technical component 60 hours to 13 days recording,,75.7,,
G685,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 1,technical component 60 hours to 13 days scanning,,103.6,,
G686,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,technical component 36 to 59 hours recording,,48.15,,
G687,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,technical component 36 to 59 hours scanning,,32.95,,
G688,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,technical component 60 hours to 13 days recording,,72.2,,
G689,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,technical component 60 hours to 13 days scanning,,49.45,,
G694,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,technical component – 14 or more days recording,,113.05,,
G695,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,technical component – 14 or more days scanning,,83.15,,
G696,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ELECTROCARDIOGRAPHY(ECG),CONTINUOUS ECG MONITORING (E.G. HOLTER),Level 2,professional component – 14 or more days recording,,,86.8,
G700,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,PREAMBLE,Not applicable,Not applicable,Basic fee-per-visit premium for procedures marked(+),5.6,,,
G790,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROSURGERY,Not applicable,Acquired acute brain injury management ,1st day ,223.1,,,
G791,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROSURGERY,Not applicable,Acquired acute brain injury management ,"2nd day to 30th day, inclusive",146.45,,,
G792,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NEUROSURGERY,Not applicable,Acquired acute brain injury management ,31st day onwards ,58.6,,,
G800,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,HYPERBARIC OXYGEN THERAPY (HBOT),"Physician in chamber with patient(s), per session per patient",first ¼ hour,83.8,,,
G801,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,HYPERBARIC OXYGEN THERAPY (HBOT),"Physician in chamber with patient(s), per session per patient",after first ¼ hour (per ¼ hour or major part thereof),41.9,,,
G802,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,HYPERBARIC OXYGEN THERAPY (HBOT),"Physician in chamber with patient(s), per session per patient",after 2 hours in chamber (per ¼ hour or major part thereof),83.8,,,
G804,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,HYPERBARIC OXYGEN THERAPY (HBOT),"Physician in hyperbaric unit but not in chamber(s) with patient(s), per session per patient ",first ¼ hour,71.85,,,
G805,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,HYPERBARIC OXYGEN THERAPY (HBOT),"Physician in hyperbaric unit but not in chamber(s) with patient(s), per session per patient ",after first ¼ hour (per ¼ hour or major part thereof),35.9,,,
G807,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CRITICAL CARE,HYPERBARIC OXYGEN THERAPY (HBOT),Physician not in constant attendance,"not in the hyperbaric unit, supervision",35.75,,,
G810,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Corneal topography,"Corneal topography, professional component",4.8,,,
G811,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Keratometry,"Keratometry, professional component",4.8,,,
G812,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Specular photomicroscopy,"Specular photomicroscopy, professional component",4.8,,,
G813,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Corneal pachymetry,"Corneal pachymetry, professional component",5.1,,,
G814,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Orthoptic examination,Orthoptic examination,25,,,
G818,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Optical coherence tomography (OCT) - retinal disease,"OCT unilateral or bilateral retinal disease, when the physician interprets the results and either performs the procedure or supervises the performance of the procedure",35,,,
G820,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Optical coherence tomography (OCT) - glaucoma,"OCT unilateral or bilateral glaucoma, when the physician interprets the results and either performs the procedure or supervises the performance of the procedure",35,,,
G821,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Optical coherence tomography (OCT) - glaucoma,OCT unilateral or bilateral active management of retinal disease with laser or intravitreal injections when the physician interprets the results and either performs the procedure or supervises the performance of the procedure,35,,,
G822,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Optical coherence tomography (OCT) - glaucoma,"OCT unilateral or bilateral active management with laser or intravitreal injections for neovascularization associated with: retinal disease, e.g. wet acute macular degeneration; i. diabetic macular edema; or ii. retinal vein occlusion iii. when the physician interprets the results and either performs the procedure or supervises the performance of the procedure",,,,
G823,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Optical coherence tomography (OCT) - glaucoma,"OCT unilateral or bilateral evaluation of an infant/child/ adolescent with retinal disease and/or glaucoma (including genetic retinal anomalies and cancer), or low vision associated with or resulting in developmental delay when the physician interprets the results and either performs the procedure or supervises the performance of the procedure on a patient younger than 18 years of age",35,,,
G840,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,"Diphtheria, Tetanus, and acellular Pertussis vaccine/
Inactivated Poliovirus vaccine (DTaP-IPV) - paediatric",5.4,,,
G841,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,"Diphtheria, Tetanus, acellular Pertussis, Inactivated Polio
Virus, Haemophilus influenza type b (DTaP-IPV-Hib) - paediatric",6.35,,,
G842,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,Hepatitis B (HB),5.4,,,
G843,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,Human Papillomavirus (HPV),5.4,,,
G844,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,Meningococcal C Conjugate (Men-C),5.4,,,
G845,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,"Measles, Mumps, Rubella (MMR)",5.4,,,
G846,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,Pneumococcal Conjugate,5.4,,,
G847,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,"Diphtheria, Tetanus, acellular Pertussis (Tdap) - adult",5.4,,,
G848,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,IMMUNIZATION,Not applicable,Varicella (VAR),5.4,,,
G850,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Colour vision detailed assessment,technical component,,21.5,,
G851,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Dark adaptation curve (Goldmann adaptometer or equivalent),technical component,,32.3,,
G852,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Electro-retinography with report,Full field or multi-focal electro-retinography technical component,,35,,
G853,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Fluorescein angiography,technical component,,23.2,,
G854,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Fluorescein angioscopy,technical component,,6.8,,
G855,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Hess screen examination,technical component,,6.65,,
G856,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,OPHTHALMOLOGY,Not applicable,Tonography (to include tonometry) with or without water,technical component,,9.55,,
