Billing Code,Category,Sub Category,Sub Category 2,Description,Provider Fee,Assistant Fee,Specialist Fee,Anaesthetist fee,Non- Anaesthetist fee,,,,,,,,,,,,,,,,
J005,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J006,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J007,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J008,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J009,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J010,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J011,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J012,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J013,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J014,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J018,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J020,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J021,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J022,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J023,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J024,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J025,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J026,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J027,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J028,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J029,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J030,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J031,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J032,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J033,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J034,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J035,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J036,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J037,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J038,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J039,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J040,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J041,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J042,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J043,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J044,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J045,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J046,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J047,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J048,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J049,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J050,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J051,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J052,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J053,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J055,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J056,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J057,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J058,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J059,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J060,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J061,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J062,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J063,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J064,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J065,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J066,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J067,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,ANGIOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,
J068,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J069,CLINICAL PROCEDURES ASSOCIATED WITH DIAGNOSTIC RADIOLOGICAL EXAMINATIONS,MISCELLANEOUS PROCEDURES,,,,,,,,,,,,,,,,,,,,,,,
J101,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,PALLIATIVE CARE,,,,,,,,,,,,,,,,,,,,,,,
J102,DIAGNOSTIC ULTRASOUND,HEAD AND NECK,,,,,,,,,,,,,,,,,,,,,,,
J103,DIAGNOSTIC ULTRASOUND,HEAD AND NECK,,,,,,,,,,,,,,,,,,,,,,,
J103,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,PHYSICAL MEDICINE,,,,,,,,,,,,,,,,,,,,,,,
J105,DIAGNOSTIC ULTRASOUND,HEAD AND NECK,,,,,,,,,,,,,,,,,,,,,,,
J105,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,PHYSICAL MEDICINE,,,,,,,,,,,,,,,,,,,,,,,
J107,DIAGNOSTIC ULTRASOUND,HEAD AND NECK,,,,,,,,,,,,,,,,,,,,,,,
J107,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,SLEEP STUDIES,,,,,,,,,,,,,,,,,,,,,,,
J108,DIAGNOSTIC ULTRASOUND,HEAD AND NECK,,,,,,,,,,,,,,,,,,,,,,,
J109,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,SLEEP STUDIES,,,,,,,,,,,,,,,,,,,,,,,
J111,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,SLEEP STUDIES,,,,,,,,,,,,,,,,,,,,,,,
J113,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,SLEEP STUDIES,,,,,,,,,,,,,,,,,,,,,,,
J115,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,UROLOGY,,,,,,,,,,,,,,,,,,,,,,,
J122,DIAGNOSTIC ULTRASOUND,HEAD AND NECK,,,,,,,,,,,,,,,,,,,,,,,
J125,DIAGNOSTIC ULTRASOUND,"THORAX, ABDOMEN AND RETROPERITONEUM",,,,,,,,,,,,,,,,,,,,,,,
J127,DIAGNOSTIC ULTRASOUND,MISCELLANEOUS,,,,,,,,,,,,,,,,,,,,,,,
J128,DIAGNOSTIC ULTRASOUND,"THORAX, ABDOMEN AND RETROPERITONEUM",,,,,,,,,,,,,,,,,,,,,,,
J135,DIAGNOSTIC ULTRASOUND,"THORAX, ABDOMEN AND RETROPERITONEUM",,,,,,,,,,,,,,,,,,,,,,,
J138,DIAGNOSTIC ULTRASOUND,PELVIS,,,,,,,,,,,,,,,,,,,,,,,
J149,DIAGNOSTIC ULTRASOUND,ULTRASONIC GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,
J151,DIAGNOSTIC ULTRASOUND,ULTRASONIC GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,
J157,DIAGNOSTIC ULTRASOUND,PREGNANCY,,,,,,,,,,,,,,,,,,,,,,,
J158,DIAGNOSTIC ULTRASOUND,PREGNANCY,,,,,,,,,,,,,,,,,,,,,,,
J159,DIAGNOSTIC ULTRASOUND,PREGNANCY,,,,,,,,,,,,,,,,,,,,,,,
J160,DIAGNOSTIC ULTRASOUND,PREGNANCY,,,,,,,,,,,,,,,,,,,,,,,
J161,DIAGNOSTIC ULTRASOUND,PELVIS,,,,,,,,,,,,,,,,,,,,,,,
J162,DIAGNOSTIC ULTRASOUND,PELVIS,,,,,,,,,,,,,,,,,,,,,,,
J163,DIAGNOSTIC ULTRASOUND,PELVIS,,,,,,,,,,,,,,,,,,,,,,,
J164,DIAGNOSTIC ULTRASOUND,PELVIS,,,,,,,,,,,,,,,,,,,,,,,
J165,DIAGNOSTIC ULTRASOUND,PELVIS,,,,,,,,,,,,,,,,,,,,,,,
J166,DIAGNOSTIC ULTRASOUND,PREGNANCY,,,,,,,,,,,,,,,,,,,,,,,
J167,DIAGNOSTIC ULTRASOUND,PREGNANCY,,,,,,,,,,,,,,,,,,,,,,,
J168,DIAGNOSTIC ULTRASOUND,PREGNANCY,,,,,,,,,,,,,,,,,,,,,,,
J169,DIAGNOSTIC ULTRASOUND,PREGNANCY,,,,,,,,,,,,,,,,,,,,,,,
J180,DIAGNOSTIC ULTRASOUND,MISCELLANEOUS,,,,,,,,,,,,,,,,,,,,,,,
J182,DIAGNOSTIC ULTRASOUND,MISCELLANEOUS,,,,,,,,,,,,,,,,,,,,,,,
J183,DIAGNOSTIC ULTRASOUND,MISCELLANEOUS,,,,,,,,,,,,,,,,,,,,,,,
J186,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J187,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J188,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J189,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J190,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J193,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J196,DIAGNOSTIC ULTRASOUND,VASCULAR LABORATORY FEES,,,,,,,,,,,,,,,,,,,,,,,
J197,DIAGNOSTIC ULTRASOUND,VASCULAR LABORATORY FEES,,,,,,,,,,,,,,,,,,,,,,,
J198,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J199,DIAGNOSTIC ULTRASOUND,VASCULAR LABORATORY FEES,,,,,,,,,,,,,,,,,,,,,,,
J200,DIAGNOSTIC ULTRASOUND,VASCULAR LABORATORY FEES,,,,,,,,,,,,,,,,,,,,,,,
J201,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J202,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J203,DIAGNOSTIC ULTRASOUND,VASCULAR LABORATORY FEES,,,,,,,,,,,,,,,,,,,,,,,
J204,DIAGNOSTIC ULTRASOUND,VASCULAR LABORATORY FEES,,,,,,,,,,,,,,,,,,,,,,,
J205,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J206,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J207,DIAGNOSTIC ULTRASOUND,VASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J290,DIAGNOSTIC ULTRASOUND,MISCELLANEOUS,,,,,,,,,,,,,,,,,,,,,,,
J301,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J303,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J304,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J305,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J306,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J307,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J308,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J310,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J311,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J313,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J315,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J316,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J318,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J319,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J320,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J322,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J323,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J324,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J327,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J330,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J331,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J332,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J333,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J334,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J335,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J336,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J340,PULMONARY FUNCTION STUDIES,Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J476,DIAGNOSTIC ULTRASOUND,PELVIS,,,,,,,,,,,,,,,,,,,,,,,
J700,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J701,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J702,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J703,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J704,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J705,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J706,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J707,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J708,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J709,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J710,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J711,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J712,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J713,POSITRON EMISSION TOMOGRAPHY (PET),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
J802,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J804,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J806,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J807,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J808,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J808,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J809,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J810,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J811,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J812,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J813,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J814,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J815,NUCLEAR MEDICINE - IN VIVO,CARDIOVASCULAR SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J816,NUCLEAR MEDICINE - IN VIVO,ENDOCRINE SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J817,NUCLEAR MEDICINE - IN VIVO,ENDOCRINE SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J818,NUCLEAR MEDICINE - IN VIVO,ENDOCRINE SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J819,NUCLEAR MEDICINE - IN VIVO,MUSCULOSKELETAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J820,NUCLEAR MEDICINE - IN VIVO,ENDOCRINE SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J821,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J823,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J824,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J825,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J826,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J827,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J829,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J830,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J831,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J832,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J833,NUCLEAR MEDICINE - IN VIVO,GASTROINTESTINAL SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J834,NUCLEAR MEDICINE - IN VIVO,GENITOURINARY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J835,NUCLEAR MEDICINE - IN VIVO,GENITOURINARY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J836,NUCLEAR MEDICINE - IN VIVO,GENITOURINARY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J837,NUCLEAR MEDICINE - IN VIVO,GENITOURINARY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J838,NUCLEAR MEDICINE - IN VIVO,GENITOURINARY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J839,NUCLEAR MEDICINE - IN VIVO,GENITOURINARY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J840,NUCLEAR MEDICINE - IN VIVO,GENITOURINARY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J841,NUCLEAR MEDICINE - IN VIVO,HAEMATOPOIETIC SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J843,NUCLEAR MEDICINE - IN VIVO,HAEMATOPOIETIC SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J847,NUCLEAR MEDICINE - IN VIVO,HAEMATOPOIETIC SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J848,NUCLEAR MEDICINE - IN VIVO,HAEMATOPOIETIC SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
J849,NUCLEAR MEDICINE - IN VIVO,HAEMATOPOIETIC SYSTEM,,,,,,,,,,,,,,,,,,,,,,,
