CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
N144,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,999.3,,,
N148,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1204.65,,,
N149,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,968.5,,,
N150,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1065.45,,,
N151,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1862.85,,,
N152,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1575.8,,,
N153,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2529.8,,,
N154,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2477.45,,,
N155,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2015,,,
N156,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1229.55,,,
N157,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1388.4,,,
N158,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,968.5,,,
N159,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1065.05,,,
N160,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,426.95,,,
N161,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,600.85,,,
N162,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,430.75,,,
N163,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,614.7,,,
N164,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,696.35,,,
N165,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,430.75,,,
N166,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,345.35,,,
N167,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,952.55,,,
N168,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,614.7,,,
N169,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,461.1,,,
N174,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,585.9,,,
N177,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,430.75,,,
N183,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,471.05,,,
N184,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,165.2,,,
N184,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,165.2,,,
N188,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,153.7,,,
N189,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,279.25,,,
N189,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,279.25,,,
N190,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,215.35,,,
N190,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,215.35,,,
N200,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,738.6,,,
N201,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,855.8,,,
N202,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,540.95,,,
N203,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,408.3,,,
N206,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,430.75,,,
N207,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,563.5,,,
N208,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,918.15,,,
N211,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1116.6,,,
N212,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1045.45,,,
N213,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1116.6,,,
N218,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1364.05,,,
N223,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,798.8,,,
N230,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1027.4,,,
N245,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,585.9,,,
N246,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,289.7,,,
N249,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1084.25,,,
N258,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,504.95,,,
N259,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,671.75,,,
N265,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,348.3,,,
N266,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,727.8,,,
N267,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1280.9,,,
N269,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,292.25,,,
N282,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,1000,,,
N283,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,389.05,,,
N284,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,408,,,
N285,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,256.15,,,
N285,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,256.15,,,
N285,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,256.15,,,
N286,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,317.85,,,
N287,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,500,,,
N288,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,927.55,,,
N289,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,250,,,
N290,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,156.75,,,
N290,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,156.75,,,
N291,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,727.8,,,
N293,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,363.9,,,
N295,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,109.95,,,
N500,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,918,,,
N501,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1100.4,,,
N502,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1530,,,
N503,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1836,,,
N504,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1122,,,
N505,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1428,,,
N506,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1224,,,
N507,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1734,,,
N508,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,918,,,
N509,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,1004.7,,,
N510,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,1208.7,,,
N511,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,800.7,,,
N512,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,1004.7,,,
N513,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS FOLLOWING DECOMPRESSION OR OSTEOTOMY,,,,867,,,
N513,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS FOLLOWING DECOMPRESSION OR OSTEOTOMY,,,,867,,,
N514,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS AS SOLE PROCEDURE,,,,408,,,
N515,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS AS SOLE PROCEDURE,,,,1020,,,
N516,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL ARTHRODESIS WITH INSTRUMENTATION WITHOUT DECOMPRESSION,,,,510,,,
N517,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL ARTHRODESIS WITH INSTRUMENTATION WITHOUT DECOMPRESSION,,,,1224,,,
N518,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL ARTHRODESIS WITH INSTRUMENTATION WITHOUT DECOMPRESSION,,,,765,,,
N519,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS AS SOLE PROCEDURE,,,,612,,,
N520,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,1514.7,,,
N521,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,357,,,
N522,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,535.5,,,
N523,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1891.7,,,
N524,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,1208.7,,,
N525,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL ARTHRODESIS FOLLOWING DECOMPRESSION,,,,1734,,,
N526,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL ARTHRODESIS FOLLOWING DECOMPRESSION,,,,2040,,,
N527,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,469.2,,,
N528,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS FOLLOWING DECOMPRESSION OR OSTEOTOMY,,,,1020,,,
N529,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1020,,,
N530,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1008.9,,,
N531,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,306,,,
N532,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS AS SOLE PROCEDURE,,,,1224,,,
N533,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS AS SOLE PROCEDURE,,,,1020,,,
N534,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NERVE BLOCKS - INTERVENTIONAL PAIN INJECTIONS,,,,379.45,,,
N534,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,379.45,,,
N535,SPINAL SURGICAL PROCEDURES,MENINGOCOELE AND MYELOMENINGOCOELE,,,,510,,,
N536,SPINAL SURGICAL PROCEDURES,MENINGOCOELE AND MYELOMENINGOCOELE,,,,1217.1,,,
N537,SPINAL SURGICAL PROCEDURES,MENINGOCOELE AND MYELOMENINGOCOELE,,,,510,,,
N538,SPINAL SURGICAL PROCEDURES,MENINGOCOELE AND MYELOMENINGOCOELE,,,,881.55,,,
N539,SPINAL SURGICAL PROCEDURES,DEFORMITIES OF THE SPINE,,,,3060,,,
N540,SPINAL SURGICAL PROCEDURES,DEFORMITIES OF THE SPINE,,,,2805,,,
N541,SPINAL SURGICAL PROCEDURES,REVISION PROCEDURES FOR SPINAL SURGERY,,,,255,,,
N542,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,357,,,
N543,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,586.5,,,
N544,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,433.5,,,
N545,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,295.8,,,
N546,SPINAL SURGICAL PROCEDURES,PROCEDURES ON MUSCULOSKELETAL ELEMENTS,,,,244.8,,,
N547,SPINAL SURGICAL PROCEDURES,PROCEDURES ON MUSCULOSKELETAL ELEMENTS,,,,306,,,
N548,SPINAL SURGICAL PROCEDURES,TUMOURS/INFECTIOUS OF THE SPINE,,,,102,,,
N549,SPINAL SURGICAL PROCEDURES,TUMOURS/INFECTIOUS OF THE SPINE,,,,632.4,,,
N550,SPINAL SURGICAL PROCEDURES,TUMOURS/INFECTIOUS OF THE SPINE,,,,357,,,
N551,SPINAL SURGICAL PROCEDURES,PROCEDURES ON MUSCULOSKELETAL ELEMENTS,,,,229.5,,,
N552,SPINAL SURGICAL PROCEDURES,PROCEDURES ON MUSCULOSKELETAL ELEMENTS,,,,382.5,,,
N553,SPINAL SURGICAL PROCEDURES,TUMOURS/INFECTIOUS OF THE SPINE,,,,204,,,
N554,SPINAL SURGICAL PROCEDURES,TUMOURS/INFECTIOUS OF THE SPINE,,,,484.5,,,
N555,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,590.4,,,
N556,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NERVE BLOCKS - INTERVENTIONAL PAIN INJECTIONS,,,,142.8,,,
N556,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,142.8,,,
N557,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1224,,,
N558,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1428,,,
N559,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL ARTHRODESIS WITH INSTRUMENTATION WITHOUT DECOMPRESSION,,,,1122,,,
N560,SPINAL SURGICAL PROCEDURES,TUMOURS/INFECTIOUS OF THE SPINE,,,,2132.8,,,
N561,SPINAL SURGICAL PROCEDURES,TUMOURS/INFECTIOUS OF THE SPINE,,,,2461.45,,,
N562,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1224,,,
N563,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,510,,,
N564,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1020,,,
N565,SPINAL SURGICAL PROCEDURES,MENINGOCOELE AND MYELOMENINGOCOELE,,,,1622.8,,,
N566,SPINAL SURGICAL PROCEDURES,MENINGOCOELE AND MYELOMENINGOCOELE,,,,1020,,,
N567,SPINAL SURGICAL PROCEDURES,MENINGOCOELE AND MYELOMENINGOCOELE,,,,1020,,,
N568,SPINAL SURGICAL PROCEDURES,REVISION PROCEDURES FOR SPINAL SURGERY,,,,306,,,
N569,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1442.95,,,
N570,SPINAL SURGICAL PROCEDURES,FRACTURES OF THE SPINE,,,,655.25,,,
N571,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,255,,,
N572,SPINAL SURGICAL PROCEDURES,FRACTURES OF THE SPINE,,,,1020,,,
N573,SPINAL SURGICAL PROCEDURES,FRACTURES OF THE SPINE,,,,1020,,,
N574,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,1020,,,
N575,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,765,,,
N576,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL DECOMPRESSION,,,,255,,,
N577,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1276.65,,,
N578,SPINAL SURGICAL PROCEDURES,PROCEDURES INVOLVING NEURAL ELEMENTS,,,,1020,,,
N579,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL DECOMPRESSION,,,,1428,,,
N580,SPINAL SURGICAL PROCEDURES,ANTERIOR SPINAL ARTHRODESIS WITH INSTRUMENTATION WITHOUT DECOMPRESSION,,,,765,,,
N581,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS AS SOLE PROCEDURE,,,,408,,,
N582,SPINAL SURGICAL PROCEDURES,POSTERIOR SPINAL ARTHRODESIS AS SOLE PROCEDURE,,,,1020,,,
N583,SPINAL SURGICAL PROCEDURES,FRACTURES OF THE SPINE,,,,1201.55,,,
P001,OBSTERICS,PRENATAL CARE,,,,399,,,
P002,OBSTERICS,PRENATAL CARE,,,,74.7,,,
P003,OBSTERICS,PRENATAL CARE,,,,80.35,,,
P004,OBSTERICS,PRENATAL CARE,,,,38.15,,,
P005,OBSTERICS,PRENATAL CARE,,,,47.7,,,
P006,OBSTERICS,LABOUR - DELIVERY,,,,498.7,,,
P007,OBSTERICS,LABOUR - DELIVERY,,,,55.15,,,
P008,OBSTERICS,LABOUR - DELIVERY,,,,36.85,,,
P009,OBSTERICS,LABOUR - DELIVERY,,,,498.7,,,
P010,OBSTERICS,LABOUR - DELIVERY,,,,211.2,,,
P013,OBSTERICS,OBSTETRICAL ANAESTHESIA,,,,,,,
P014C,OBSTERICS,OBSTETRICAL ANAESTHESIA,,,,,,,
P016C,GENERAL PREAMBLE,ANAESTHESIOLOGISTS' SERVICES,,,,,,,
P016C,OBSTERICS,OBSTETRICAL ANAESTHESIA,,,,,,,
P018,OBSTERICS,LABOUR - DELIVERY,,,,579.8,,,
P020,OBSTERICS,LABOUR - DELIVERY,,,,535.6,,,
P023,OBSTERICS,HIGH RISK PREGNANCIES,,,,67.75,,,
P025,OBSTERICS,HIGH RISK PREGNANCIES,,,,9.65,,,
P029,OBSTERICS,LABOUR - DELIVERY,,,,54.4,,,
P030,OBSTERICS,HIGH RISK PREGNANCIES,,,,58.6,,,
P031,OBSTERICS,HIGH RISK PREGNANCIES,,,,145.1,,,
P032,OBSTERICS,HIGH RISK PREGNANCIES,,,,250,,,
P034,OBSTERICS,HIGH RISK PREGNANCIES,,,,125.75,,,
P036,OBSTERICS,LABOUR - DELIVERY,,,,54.4,,,
P038,OBSTERICS,LABOUR - DELIVERY,,,,211.2,,,
P039,OBSTERICS,LABOUR - DELIVERY,,,,54.4,,,
P041,OBSTERICS,LABOUR - DELIVERY,,,,609.2,,,
P042,OBSTERICS,LABOUR - DELIVERY,,,,1004.6,,,
P045,OBSTERICS,LABOUR - DELIVERY,,,,82.15,,,
P046,OBSTERICS,LABOUR - DELIVERY,,,,200,,,
P050,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,248.85,,,
P051,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,348.4,,,
P052,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,199.1,,,
P053,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,248.85,,,
P054,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,248.85,,,
P055,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,398.1,,,
P056,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,398.1,,,
P057,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,199.1,,,
P058,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,464.45,,,
P059,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,464.45,,,
P060,OBSTERICS,MATERNAL - FETAL PROCEDURES,,,,248.85,,,
Q040,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,60,,,
R002,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,67.4,,,
R003,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,161.75,,,
R004,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,242.7,,,
R005,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,545,,,
R006,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,734.95,,,
R007,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
R008,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,984.55,,,
R009,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,783.4,,,
R010,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,124.1,,,
R011,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,89.85,,,
R012,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,247.15,,,
R013,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,338.85,,,
R014,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,925.85,,,
R015,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,925.85,,,
R016,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,544.95,,,
R017,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,417.05,,,
R018,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,68.55,,,
R019,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,112.9,,,
R020,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,225.75,,,
R021,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,115.6,,,
R022,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,194.85,,,
R023,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,277.9,,,
R024,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,100.65,,,
R025,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
R026,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,77.35,,,
R027,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,130.1,,,
R028,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,185.6,,,
R029,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,288.2,,,
R030,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
R031,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,55.05,,,
R032,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,90.7,,,
R033,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,181.55,,,
R034,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,124.4,,,
R035,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,200,,,
R036,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,280,,,
R037,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,200,,,
R038,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
R039,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
R040,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,95.7,,,
R041,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,191.4,,,
R042,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,272.8,,,
R043,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,201.1,,,
R045,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,203.7,,,
R046,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,335.15,,,
R047,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,477.45,,,
R048,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,92.15,,,
R049,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,139.2,,,
R050,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,233,,,
R051,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
R054,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,250,,,
R055,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,544.95,,,
R056,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,605.15,,,
R057,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
R058,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
R059,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,248.8,,,
R060,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,377.9,,,
R061,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,140.25,,,
R062,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,259.2,,,
R063,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,430.85,,,
R064,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,874.6,,,
R065,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,925.85,,,
R066,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,925.85,,,
